fileNumber,mechanism,depth,T,lossMethod,batch,seedInBatch,bulkBestLoss,bulkCorrelationLoss,bulkGlobalsumLoss,trustCheckDiff,storedActualVmemFeatureRMS_mV,featureRMS_mV,featureBestTimestep,eyesRMS_mV,noseRMS_mV,mouthRMS_mV,eyesBestRMS_mV,eyesBestTimestep,noseBestRMS_mV,noseBestTimestep,mouthBestRMS_mV,mouthBestTimestep
1708,Gpol-only,2,100,correlation,2,0,0.7706948720814824,0.7706944192172923,3.58237075438963,4.528641900369834e-07,39.3180011645001,28.1000661235263,1381,27.666023392703,39.43509081804402,9.415272338862549,23.21627270272752,2526,8.072424349957393,376,8.353732363044271,1409
1709,Gpol-only,2,100,correlation,2,1,0.8858894167174598,0.8846828072320163,3.731880155761836,0.0012066094854434883,42.233432613073276,33.26622319026707,1144,35.24047302777704,42.1639762770576,8.649706634265973,34.32365614638738,2817,8.231883069135728,353,8.227635866790225,1166
1710,Gpol-only,2,100,correlation,2,2,0.8770165510063626,0.8760512504285167,3.6715344738304165,0.000965300577845829,35.42900909444755,31.70559819641709,2638,35.922063757798476,8.970591815190819,34.19969555614025,25.484388283972006,854,8.223890934177852,356,32.952292966321494,2720
1711,Gpol-only,2,100,correlation,2,3,0.7745343337455372,0.7747040217177066,3.561248283952746,0.00016968797216943,37.935045196887685,31.427685034245606,2553,23.42042020509784,16.172226154116117,53.712320298537215,23.25475491549186,2562,8.198140970523875,364,8.355789760910232,1121
1712,Gpol-only,2,100,correlation,2,4,0.8922013158725852,0.8938967136280819,3.617888930084814,0.0016953977554966526,43.395910805483915,32.79366369729661,2761,9.98932694159751,44.12947144215986,52.963563986377274,9.872367821439342,2745,8.194919109890632,369,25.40284643361503,1469
1713,Gpol-only,2,100,correlation,2,5,0.8357863458721208,0.8344738896428503,3.5709823373902267,0.0013124562292704534,48.99374189874223,33.75076516353526,2428,28.218971962561124,28.508784339291683,48.78135813755859,24.751068900516106,2169,8.15061899153316,361,38.10897140246302,1243
1618,Gpol-only,2,100,globalsum,1,0,3.6896410171809797,0.9957528390002852,3.6908036541680036,0.0011626369870239017,40.80862091944063,33.63253738701684,1150,35.72745897750708,42.419816445530884,8.682029592094029,34.61505993520842,979,8.224241979542805,353,8.373304100084455,1172
1619,Gpol-only,2,100,globalsum,1,1,3.7374779400740135,1.0158262669081193,3.737490619425859,1.2679351845346076e-05,43.45176686751994,33.26567881112246,1695,36.102054219107686,27.81569201881256,30.24605041177687,34.653041157733895,1243,8.174616138124241,395,24.564391852413262,1351
1620,Gpol-only,2,100,globalsum,1,2,3.7065856785430826,1.027801532714628,3.7064265667247858,0.00015911181829686427,34.82851171958536,34.82851171958536,2999,41.0433736319175,33.0263293460814,8.825526565540114,34.18050261824495,927,8.248751319237138,353,8.518283319743151,1407
1621,Gpol-only,2,100,globalsum,1,3,3.5747698333497033,0.8912625138440452,3.5740945009963863,0.0006753323533170708,38.003665737050255,27.126087995155405,1314,26.612645270435735,38.0650601221562,9.81216228739172,8.592062047109398,2658,8.231142045601539,353,8.605112539640587,1145
1622,Gpol-only,2,100,globalsum,1,4,3.76524843439393,0.9762805296862422,3.7650382249863106,0.0002102094076192884,42.34688847434287,36.3715985499066,2302,34.674246282726024,18.525242883866216,51.226698186063516,32.77710791418972,1105,8.198623488265104,362,9.921818926939233,1663
1623,Gpol-only,2,100,globalsum,1,5,3.732803180539944,1.0466234252991806,3.7332596424424507,0.0004564619025066996,39.70921681864705,31.870697159757917,1344,33.65927641875416,39.95682396139143,11.062854796846759,32.37066067747139,1287,8.187000872743706,362,8.560054982873181,1381
1714,Gpol-only,2,100,globalsum,2,0,3.487047238218706,0.8536813929188244,3.486053033761473,0.0009942044572333053,37.11080865334472,27.25352743013223,1209,24.59760918478465,41.929251777319514,9.73038400600244,24.59760918478465,1209,8.187372823262411,364,8.39931520078189,1068
1715,Gpol-only,2,100,globalsum,2,1,3.617398678655606,0.9754593546523624,3.617325627630256,7.305102535015706e-05,24.02678923528542,23.37767803133593,2941,8.455907302666734,24.73563673381246,41.80768470645699,8.342004872460622,2955,8.108295248519806,382,8.529077742673483,1443
1716,Gpol-only,2,100,globalsum,2,2,3.594218386567889,0.7805807908084967,3.5936625537819364,0.0005558327859525036,36.2236868256288,15.998099654996636,2660,12.874743347704827,25.803418348896844,9.302819830175736,8.455129245459375,2410,8.246742247299714,352,8.698070631088502,2686
